Gene,Gene Length BP
ENSG00000175325.2,681
ENSG00000145911.6,1635
ENSG00000145916.19,1182
ENSG00000145912.9,462
ENSG00000244234.2,1581
ENSG00000197451.12,999
ENSG00000175309.15,1353
ENSG00000050767.17,1623
ENSG00000113240.13,1446
ENSG00000285891.1,642
ENSG00000285978.1,387
ENSG00000169131.13,1818
ENSG00000178338.11,1839
ENSG00000198939.8,1386
ENSG00000178187.7,1569
ENSG00000113262.16,2634
ENSG00000234284.7,1692
ENSG00000177932.7,1665
ENSG00000087116.16,3636
ENSG00000176783.15,1803
ENSG00000169045.17,1350
ENSG00000204659.5,729
ENSG00000127022.15,1779
ENSG00000161021.13,3051
ENSG00000213316.10,453
ENSG00000161013.17,1647
ENSG00000161011.20,1323
ENSG00000161010.15,1032
ENSG00000197226.12,3702
ENSG00000113269.14,1260
ENSG00000146090.16,1401
ENSG00000050748.17,1275
ENSG00000131459.13,2049
ENSG00000113300.13,1674
ENSG00000161055.4,315
ENSG00000037280.16,4092
ENSG00000174339.2,936
ENSG00000131446.16,1338
ENSG00000196670.13,2604
ENSG00000113303.12,1503
ENSG00000168903.9,1401
ENSG00000165810.17,1608
ENSG00000185372.3,948
ENSG00000182613.2,948
ENSG00000146054.18,1536
ENSG00000146063.20,1893
ENSG00000204628.12,954
ENSG00000183718.5,894
ENSG00000230178.1,939
ENSG00000277322.1,2175
ENSG00000230031.10,1635
ENSG00000278522.4,1746
ENSG00000280709.2,951
ENSG00000182974.3,942
ENSG00000279408.3,951
ENSG00000233917.9,1635
ENSG00000285472.1,951
ENSG00000274102.2,942
ENSG00000183706.5,951
ENSG00000277865.4,2433
ENSG00000170113.16,990
ENSG00000140157.15,1083
ENSG00000273749.5,3762
ENSG00000275835.5,3075
ENSG00000273976.2,2007
ENSG00000261739.2,1878
ENSG00000174450.12,1245
ENSG00000179455.9,1524
ENSG00000182636.8,966
ENSG00000185823.5,3471
ENSG00000128739.22,723
ENSG00000273173.5,216
ENSG00000214265.11,216
ENSG00000114062.21,2559
ENSG00000206190.12,4500
ENSG00000166206.15,1422
ENSG00000186297.12,1389
ENSG00000182256.13,1404
ENSG00000104044.16,2517
ENSG00000128731.18,14505
ENSG00000153684.15,1911
ENSG00000183629.13,1947
ENSG00000188626.6,1899
ENSG00000261649.6,1869
ENSG00000034053.14,2250
ENSG00000104059.4,1620
ENSG00000185115.6,915
ENSG00000104067.16,5247
ENSG00000179938.12,1899
ENSG00000261247.1,1896
ENSG00000166664.14,1239
ENSG00000186399.10,1896
ENSG00000178115.11,1899
ENSG00000261794.1,1899
ENSG00000284906.1,804
ENSG00000198690.10,3054
ENSG00000166912.17,2334
ENSG00000134160.14,4812
ENSG00000169926.11,867
ENSG00000169918.9,2781
ENSG00000175344.18,1509
ENSG00000249931.4,1893
ENSG00000206127.11,1899
ENSG00000232653.8,1899
ENSG00000198826.11,3072
ENSG00000166922.8,639
ENSG00000166923.12,555
ENSG00000248905.10,3591
ENSG00000198838.13,14613
ENSG00000169857.8,1089
ENSG00000184984.10,1599
ENSG00000134153.10,729
ENSG00000182405.6,1758
ENSG00000134152.11,915
ENSG00000128463.13,552
ENSG00000140199.12,3300
ENSG00000182117.6,195
ENSG00000184507.16,3399
ENSG00000176454.14,1575
ENSG00000175265.17,1812
ENSG00000215252.11,1812
ENSG00000159248.5,966
ENSG00000159251.8,1134
ENSG00000021776.11,4458
ENSG00000198146.4,2076
ENSG00000255192.6,918
ENSG00000134146.12,804
ENSG00000186073.14,846
ENSG00000134138.20,1434
ENSG00000166069.13,867
ENSG00000166068.13,1335
ENSG00000171262.11,1302
ENSG00000172575.12,2394
ENSG00000137801.11,3513
ENSG00000150667.8,1746
ENSG00000166073.11,1548
ENSG00000128829.12,4950
ENSG00000140319.11,411
ENSG00000104081.14,555
ENSG00000156970.13,3153
ENSG00000137843.12,2046
ENSG00000230778.1,1143
ENSG00000137841.12,3558
ENSG00000259330.3,462
ENSG00000188549.12,1605
ENSG00000233041.8,249
ENSG00000140323.6,4206
ENSG00000128944.13,951
ENSG00000128928.10,1281
ENSG00000140320.12,2334
ENSG00000169105.8,1131
ENSG00000128891.15,558
ENSG00000166133.18,1638
ENSG00000137812.20,7029
ENSG00000051180.17,1020
ENSG00000137824.16,1413
ENSG00000137880.6,255
ENSG00000104129.10,915
ENSG00000188277.10,528
ENSG00000166140.17,1416
ENSG00000166143.10,438
ENSG00000166145.14,1590
ENSG00000104140.7,711
ENSG00000104142.11,2922
ENSG00000128917.8,2058
ENSG00000128965.13,669
ENSG00000128908.17,4671
ENSG00000178997.11,1545
ENSG00000187446.12,588
ENSG00000285920.2,1326
ENSG00000104147.9,690
ENSG00000137804.14,1326
ENSG00000137806.9,984
ENSG00000137815.14,2133
ENSG00000137825.11,1386
ENSG00000062524.16,2595
ENSG00000103932.12,4182
ENSG00000092445.12,2673
ENSG00000174197.16,9198
ENSG00000137802.14,4527
ENSG00000243789.11,951
ENSG00000168970.22,3039
ENSG00000243708.10,2346
ENSG00000137877.10,11025
ENSG00000103966.11,1626
ENSG00000159337.7,2457
ENSG00000168907.13,2550
ENSG00000166887.15,2628
ENSG00000214013.9,2745
ENSG00000092529.25,2466
ENSG00000103994.17,5721
ENSG00000092531.10,636
ENSG00000285942.1,768
ENSG00000180979.10,720
ENSG00000137814.12,708
ENSG00000159433.12,14103
ENSG00000140326.13,3684
ENSG00000128881.17,3735
ENSG00000159459.12,5250
ENSG00000137842.7,1932
ENSG00000166946.14,1083
ENSG00000166947.14,2166
ENSG00000104055.16,2163
ENSG00000159495.8,2133
ENSG00000168806.8,2061
ENSG00000168803.15,987
ENSG00000140265.12,2559
ENSG00000137822.13,2001
ENSG00000067369.14,5919
ENSG00000166963.13,8412
ENSG00000168781.22,4227
ENSG00000237289.10,1254
ENSG00000242866.10,5328
ENSG00000166762.19,1593
ENSG00000223572.10,1254
ENSG00000167004.13,1518
ENSG00000128886.12,1194
ENSG00000140264.20,180
ENSG00000242028.7,366
ENSG00000140259.7,1320
ENSG00000092470.12,1881
ENSG00000171877.21,1713
ENSG00000166734.20,1311
ENSG00000137770.14,1401
ENSG00000104131.13,777
ENSG00000104133.15,7332
ENSG00000229474.6,1632
ENSG00000166710.20,360
ENSG00000185880.13,1503
ENSG00000167014.11,663
ENSG00000140263.15,1074
ENSG00000140279.13,4647
ENSG00000140274.14,963
ENSG00000140254.12,1452
ENSG00000137857.17,4656
ENSG00000138606.19,1272
ENSG00000137860.12,1977
ENSG00000171766.16,1272
ENSG00000171763.20,2262
ENSG00000166920.12,252
ENSG00000104154.7,1290
ENSG00000104164.12,519
ENSG00000137767.14,1353
ENSG00000137872.17,3222
ENSG00000188467.11,1503
ENSG00000104177.18,1803
ENSG00000233932.6,246
ENSG00000074803.20,3300
ENSG00000128951.14,759
ENSG00000166147.14,8616
ENSG00000103995.14,4965
ENSG00000185634.12,1893
ENSG00000255302.5,564
ENSG00000138593.9,3171
ENSG00000166200.15,1332
ENSG00000156958.15,1344
ENSG00000140285.10,585
ENSG00000104047.15,915
ENSG00000104043.15,3579
ENSG00000140284.11,1863
ENSG00000140287.11,1989
ENSG00000104064.17,1152
ENSG00000138592.14,3357
ENSG00000170236.16,1005
ENSG00000092439.16,5598
ENSG00000138600.10,1563
ENSG00000183578.8,615
ENSG00000137869.15,1512
ENSG00000186417.14,1656
ENSG00000104093.13,9111
ENSG00000104112.9,1407
ENSG00000140280.14,648
ENSG00000128872.10,1056
ENSG00000138594.14,1059
ENSG00000166477.13,2001
ENSG00000069956.12,2166
ENSG00000137875.4,615
ENSG00000069966.18,1188
ENSG00000128833.13,5229
ENSG00000197535.14,5568
ENSG00000128989.10,339
ENSG00000047346.12,3231
ENSG00000169856.9,1398
ENSG00000166415.15,3309
ENSG00000137766.17,6645
ENSG00000137876.10,492
ENSG00000069974.16,666
ENSG00000225973.4,165
ENSG00000260916.7,2274
ENSG00000261652.3,366
ENSG00000256061.7,1263
ENSG00000171016.12,1260
ENSG00000166450.13,3453
ENSG00000069869.16,2703
ENSG00000181827.15,4383
ENSG00000151575.14,1176
ENSG00000138587.6,1488
ENSG00000137871.20,2940
ENSG00000285253.1,2244
ENSG00000140262.18,2121
ENSG00000128849.10,3909
ENSG00000263155.6,1401
ENSG00000137878.17,2298
ENSG00000255529.9,1107
ENSG00000128918.15,1557
ENSG00000103569.10,888
ENSG00000166035.11,1500
ENSG00000137845.15,2247
ENSG00000128923.11,1866
ENSG00000137776.17,3105
ENSG00000157450.15,2961
ENSG00000157456.8,1197
ENSG00000157483.9,3327
ENSG00000171989.6,1146
ENSG00000157470.12,1107
ENSG00000140297.13,1317
ENSG00000140307.11,330
ENSG00000140299.13,945
ENSG00000171956.7,978
ENSG00000182718.17,1020
ENSG00000128915.12,2949
ENSG00000069667.16,1572
ENSG00000129003.19,11133
ENSG00000198535.5,1110
ENSG00000205502.4,1095
ENSG00000171914.16,7629
ENSG00000140416.23,855
ENSG00000103642.12,1644
ENSG00000185088.14,255
ENSG00000166128.13,624
ENSG00000138613.14,774
ENSG00000074410.14,1065
ENSG00000140455.17,1563
ENSG00000197361.7,744
ENSG00000103657.14,14586
ENSG00000035664.11,1113
ENSG00000166797.11,483
ENSG00000028528.15,1569
ENSG00000157734.14,582
ENSG00000166794.5,651
ENSG00000259316.11,336
ENSG00000166803.13,336
ENSG00000103671.10,1746
ENSG00000180357.9,4236
ENSG00000180304.14,570
ENSG00000166831.9,630
ENSG00000140451.13,1926
ENSG00000241839.10,1473
ENSG00000166839.17,1569
ENSG00000090487.11,927
ENSG00000103707.10,1170
ENSG00000186198.4,387
ENSG00000103710.11,801
ENSG00000234438.4,1377
ENSG00000246922.8,1146
ENSG00000090470.15,1458
ENSG00000166855.9,1902
ENSG00000138615.6,3555
ENSG00000138617.15,972
ENSG00000174498.14,2445
ENSG00000103742.12,3753
ENSG00000074603.19,2697
ENSG00000074696.13,1089
ENSG00000138614.15,1557
ENSG00000074621.14,3300
ENSG00000174485.15,5592
ENSG00000103769.10,651
ENSG00000157890.17,3135
ENSG00000166938.13,3165
ENSG00000075131.10,906
ENSG00000169032.10,1182
ENSG00000174446.13,297
ENSG00000174444.15,1284
ENSG00000174442.12,1776
ENSG00000188501.11,1704
ENSG00000137834.15,1491
ENSG00000166949.16,1278
ENSG00000103591.13,948
ENSG00000103599.20,507
ENSG00000189227.6,474
ENSG00000137764.20,1347
ENSG00000188779.12,2607
ENSG00000033800.13,1956
ENSG00000260007.3,279
ENSG00000129007.14,591
ENSG00000128973.13,936
ENSG00000169018.6,1884
ENSG00000137809.17,3567
ENSG00000103647.13,1443
ENSG00000140350.15,750
ENSG00000258484.4,1053
ENSG00000255346.10,2214
ENSG00000138604.10,1854
ENSG00000137819.14,993
ENSG00000137807.15,2883
ENSG00000137818.12,345
ENSG00000140332.17,2319
ENSG00000137831.15,4251
ENSG00000166173.11,1476
ENSG00000129028.9,774
ENSG00000137821.11,2061
ENSG00000225362.9,411
ENSG00000187720.14,1977
ENSG00000278570.5,1233
ENSG00000066933.16,7647
ENSG00000166192.15,639
ENSG00000175318.12,1065
ENSG00000067225.18,1596
ENSG00000137817.17,1893
ENSG00000273025.1,1446
ENSG00000140488.16,1446
ENSG00000260729.1,684
ENSG00000213614.10,1590
ENSG00000166233.15,1674
ENSG00000215186.6,2082
ENSG00000175202.6,321
ENSG00000140463.14,1560
ENSG00000159322.17,1491
ENSG00000067141.17,4386
ENSG00000138622.4,3612
ENSG00000183324.11,801
ENSG00000156642.17,1197
ENSG00000103855.18,1605
ENSG00000205363.5,882
ENSG00000167139.9,1011
ENSG00000129038.16,1725
ENSG00000067221.14,1197
ENSG00000140464.20,2649
ENSG00000159289.6,2082
ENSG00000167178.16,2238
ENSG00000129009.13,1287
ENSG00000137868.19,2004
ENSG00000140481.15,2268
ENSG00000140459.18,1566
ENSG00000138623.10,2001
ENSG00000138629.16,1143
ENSG00000179361.17,1683
ENSG00000179335.18,1473
ENSG00000179151.13,1527
ENSG00000140465.14,1539
ENSG00000140505.7,1551
ENSG00000103653.16,1353
ENSG00000140506.17,1581
ENSG00000213578.6,477
ENSG00000140474.14,1419
ENSG00000140497.16,990
ENSG00000178802.18,1272
ENSG00000178761.15,597
ENSG00000178741.12,453
ENSG00000178718.7,600
ENSG00000198794.12,708
ENSG00000138621.12,615
ENSG00000167173.19,3144
ENSG00000167195.7,2082
ENSG00000140478.15,2082
ENSG00000140365.16,600
ENSG00000140398.14,1173
ENSG00000140400.17,3123
ENSG00000169375.16,3822
ENSG00000169410.10,1782
ENSG00000169371.14,1083
ENSG00000177971.8,555
ENSG00000173548.9,1725
ENSG00000173546.7,6969
ENSG00000182950.3,825
ENSG00000140367.12,1128
ENSG00000167196.14,1212
ENSG00000169752.17,348
ENSG00000169758.13,1596
ENSG00000140374.16,1002
ENSG00000159556.10,1080
ENSG00000140386.13,4203
ENSG00000117906.14,954
ENSG00000140368.13,1251
ENSG00000140391.15,762
ENSG00000173517.10,5241
ENSG00000140382.15,1044
ENSG00000169783.12,1863
ENSG00000167202.11,2745
ENSG00000183476.12,1356
ENSG00000136425.14,564
ENSG00000166411.14,1101
ENSG00000103740.10,2175
ENSG00000140403.12,1281
ENSG00000140395.9,918
ENSG00000166426.8,414
ENSG00000136381.13,2892
ENSG00000188266.14,1122
ENSG00000041357.16,786
ENSG00000169684.13,1407
ENSG00000080644.16,1518
ENSG00000117971.12,1497
ENSG00000136378.15,5061
ENSG00000185787.15,1089
ENSG00000103811.17,1008
ENSG00000058335.15,3774
ENSG00000235711.4,1608
ENSG00000166557.14,654
ENSG00000169330.9,2751
ENSG00000136371.11,612
ENSG00000259332.3,540
ENSG00000180953.11,240
ENSG00000140379.8,528
ENSG00000086666.19,627
ENSG00000103876.13,1260
ENSG00000259417.3,180
ENSG00000172379.21,2154
ENSG00000136379.12,990
ENSG00000103888.17,4086
ENSG00000117899.11,705
ENSG00000140406.4,1089
ENSG00000156206.14,906
ENSG00000172349.17,3999
ENSG00000172345.14,642
ENSG00000188869.13,3303
ENSG00000183496.6,1710
ENSG00000140598.15,3363
ENSG00000188659.9,1197
ENSG00000278662.5,1569
ENSG00000197978.9,1299
ENSG00000182774.13,408
ENSG00000260836.2,1755
ENSG00000214575.9,1476
ENSG00000103723.15,3249
ENSG00000186628.12,2250
ENSG00000156232.7,2430
ENSG00000103942.13,1065
ENSG00000169612.4,357
ENSG00000169609.14,462
ENSG00000064726.10,1449
ENSG00000136404.16,1113
ENSG00000166503.9,612
ENSG00000169594.13,2985
ENSG00000140600.17,1044
ENSG00000156218.13,5076
ENSG00000259511.2,396
ENSG00000184206.12,1725
ENSG00000176371.14,1845
ENSG00000177082.13,1137
ENSG00000197696.10,366
ENSG00000140612.14,540
ENSG00000166716.10,3804
ENSG00000136383.6,5724
ENSG00000156222.12,1950
ENSG00000073417.15,2490
ENSG00000170776.22,8454
ENSG00000183655.13,1770
ENSG00000140538.16,2478
ENSG00000259494.2,840
ENSG00000173867.10,1653
ENSG00000181991.16,585
ENSG00000140543.14,1653
ENSG00000181026.15,978
ENSG00000172183.15,546
ENSG00000157766.18,7707
ENSG00000140511.12,1083
ENSG00000140545.15,1164
ENSG00000140526.18,1278
ENSG00000140522.12,954
ENSG00000140525.18,3807
ENSG00000140521.15,3720
ENSG00000140519.14,1440
ENSG00000140534.14,5733
ENSG00000166813.15,4032
ENSG00000166819.12,1569
ENSG00000166821.9,744
ENSG00000140527.15,2061
ENSG00000166823.5,807
ENSG00000188095.6,1194
ENSG00000166825.14,2904
ENSG00000157823.17,582
ENSG00000250021.7,1185
ENSG00000242498.8,681
ENSG00000140548.10,1995
ENSG00000182054.10,1359
ENSG00000185033.14,2514
ENSG00000185043.12,576
ENSG00000183208.12,1158
ENSG00000284626.1,852
ENSG00000213471.10,2448
ENSG00000261147.1,654
ENSG00000182768.9,876
ENSG00000196391.11,1452
ENSG00000140575.13,4974
ENSG00000197299.12,4254
ENSG00000140564.12,2385
ENSG00000182511.12,2469
ENSG00000196547.15,3453
ENSG00000184508.12,540
ENSG00000140553.18,2835
ENSG00000166965.12,1131
ENSG00000198901.14,1863
ENSG00000284946.1,1800
ENSG00000184056.15,1854
ENSG00000185518.11,2052
ENSG00000176463.14,2133
ENSG00000140557.12,1128
ENSG00000185442.13,480
ENSG00000173575.22,5487
ENSG00000182175.14,1353
ENSG00000140563.15,2637
ENSG00000185551.15,1245
ENSG00000140450.9,1257
ENSG00000140443.15,4104
ENSG00000183571.11,591
ENSG00000182253.15,4698
ENSG00000103852.13,1344
ENSG00000168904.15,1104
ENSG00000068305.17,1500
ENSG00000183060.15,894
ENSG00000140470.14,3288
ENSG00000154227.13,1152
ENSG00000140471.17,2274
ENSG00000183475.13,957
ENSG00000184254.17,1539
ENSG00000131873.7,2409
ENSG00000131871.15,570
ENSG00000131876.17,768
ENSG00000140479.17,2910
ENSG00000184277.13,666
ENSG00000185418.16,2409
ENSG00000184140.6,939
ENSG00000182854.8,939
ENSG00000177693.4,918
ENSG00000186092.6,918
ENSG00000284733.1,939
ENSG00000284662.1,939
ENSG00000187634.12,2046
ENSG00000188976.11,2250
ENSG00000187961.14,1929
ENSG00000187583.11,1836
ENSG00000187642.9,2373
ENSG00000188290.11,666
ENSG00000187608.10,498
ENSG00000188157.15,6138
ENSG00000237330.3,750
ENSG00000131591.17,597
ENSG00000162571.14,2022
ENSG00000186891.14,768
ENSG00000186827.11,834
ENSG00000078808.18,1047
ENSG00000176022.7,990
ENSG00000184163.3,909
ENSG00000160087.21,780
ENSG00000131584.19,2505
ENSG00000169972.12,912
ENSG00000127054.21,1803
ENSG00000224051.7,645
ENSG00000169962.5,2559
ENSG00000107404.20,2013
ENSG00000162576.16,1329
ENSG00000175756.13,600
ENSG00000221978.12,1563
ENSG00000242485.6,450
ENSG00000235098.8,1200
ENSG00000179403.12,1338
ENSG00000215915.10,1236
ENSG00000160072.20,1947
ENSG00000197785.14,1905
ENSG00000205090.9,522
ENSG00000160075.12,585
ENSG00000228594.4,681
ENSG00000197530.12,3213
ENSG00000189409.14,1173
ENSG00000248333.8,2388
ENSG00000189339.12,1218
ENSG00000008128.23,2343
ENSG00000215790.7,801
ENSG00000008130.15,1341
ENSG00000078369.18,1023
ENSG00000178821.13,630
ENSG00000187730.9,1359
ENSG00000162585.17,543
ENSG00000157933.10,2187
ENSG00000116151.14,1494
ENSG00000157916.20,591
ENSG00000157911.11,981
ENSG00000149527.18,4251
ENSG00000157881.16,2322
ENSG00000197921.6,501
ENSG00000157873.17,852
ENSG00000157870.17,597
ENSG00000142606.16,2340
ENSG00000215912.12,1701
ENSG00000169717.7,1134
ENSG00000142611.17,3831
ENSG00000130762.15,2130
ENSG00000162591.16,4626
ENSG00000158109.15,819
ENSG00000116213.16,1383
ENSG00000078900.15,1911
ENSG00000162592.10,1971
ENSG00000235169.9,237
ENSG00000130764.10,1752
ENSG00000116198.13,2778
ENSG00000169598.16,1017
ENSG00000198912.11,732
ENSG00000196581.11,1236
ENSG00000131697.18,4281
ENSG00000069424.15,1104
ENSG00000116254.18,5865
ENSG00000285629.1,162
ENSG00000116251.11,387
ENSG00000158286.13,1905
ENSG00000116237.16,855
ENSG00000173673.8,561
ENSG00000158292.7,1830
ENSG00000097021.19,1143
ENSG00000069812.11,522
ENSG00000187017.17,2565
ENSG00000215788.10,1281
ENSG00000171680.22,3021
ENSG00000162408.11,2109
ENSG00000173662.21,2526
ENSG00000204859.13,2067
ENSG00000162413.16,1794
ENSG00000116273.6,903
ENSG00000041988.15,528
ENSG00000007923.16,1680
ENSG00000171735.19,5022
ENSG00000049245.13,303
ENSG00000049246.14,3606
ENSG00000049247.13,420
ENSG00000049249.9,768
ENSG00000116288.13,570
ENSG00000116285.13,1389
ENSG00000162426.14,2349
ENSG00000142599.19,4701
ENSG00000074800.16,1305
ENSG00000131686.15,927
ENSG00000197241.3,1539
ENSG00000142583.18,1506
ENSG00000180758.12,1008
ENSG00000049239.13,2376
ENSG00000171621.14,822
ENSG00000171612.7,966
ENSG00000188807.13,1179
ENSG00000171608.16,3135
ENSG00000171603.18,2916
ENSG00000178585.15,246
ENSG00000162441.12,573
ENSG00000173614.14,840
ENSG00000162444.12,405
ENSG00000130939.20,3522
ENSG00000054523.17,5451
ENSG00000142657.21,1452
ENSG00000251503.8,495
ENSG00000175279.22,417
ENSG00000241563.4,318
ENSG00000160049.12,996
ENSG00000142655.13,1134
ENSG00000130940.15,5280
ENSG00000175262.14,2472
ENSG00000120948.18,1245
ENSG00000009724.17,2061
ENSG00000116649.10,909
ENSG00000171824.14,2658
ENSG00000198793.13,7650
ENSG00000171819.5,1041
ENSG00000120942.13,1017
ENSG00000204624.8,4179
ENSG00000116661.11,891
ENSG00000132879.14,768
ENSG00000116663.11,882
ENSG00000116670.15,636
ENSG00000162490.7,1050
ENSG00000177674.16,480
ENSG00000215910.7,4407
ENSG00000177000.13,1971
ENSG00000011021.23,2610
ENSG00000175206.10,456
ENSG00000120937.9,405
ENSG00000116685.16,1905
ENSG00000083444.17,2184
ENSG00000116688.17,2274
ENSG00000116691.11,1167
ENSG00000120949.15,1788
ENSG00000028137.19,1386
ENSG00000048707.15,13167
ENSG00000162496.9,909
ENSG00000204518.2,1224
ENSG00000188984.12,1224
ENSG00000157330.10,585
ENSG00000116726.4,1452
ENSG00000116721.9,1425
ENSG00000239810.3,1437
ENSG00000179172.10,882
ENSG00000120952.4,1425
ENSG00000243073.4,1437
ENSG00000187545.5,1425
ENSG00000204510.5,1425
ENSG00000232423.6,1431
ENSG00000274764.5,1437
ENSG00000277058.2,882
ENSG00000229571.7,1437
ENSG00000275774.3,882
ENSG00000280267.4,1437
ENSG00000179412.11,882
ENSG00000204505.4,1437
ENSG00000279169.3,1425
ENSG00000279804.2,1440
ENSG00000270601.4,1431
ENSG00000182330.10,1425
ENSG00000237700.2,1425
ENSG00000204501.7,1437
ENSG00000204481.8,1425
ENSG00000204480.8,1440
ENSG00000204479.4,1425
ENSG00000204478.9,1428
ENSG00000162494.6,885
ENSG00000162493.16,717
ENSG00000116731.22,5157
ENSG00000189337.17,2328
ENSG00000171729.14,762
ENSG00000142621.19,4239
ENSG00000142634.13,723
ENSG00000162438.12,807
ENSG00000142615.8,810
ENSG00000215704.10,810
ENSG00000132906.18,1251
ENSG00000116138.13,2349
ENSG00000116771.6,1059
ENSG00000197312.12,1200
ENSG00000215695.1,1854
ENSG00000116786.13,3060
ENSG00000162461.8,915
ENSG00000162460.7,1032
ENSG00000162458.13,1122
ENSG00000233954.6,276
ENSG00000065526.12,10995
ENSG00000116809.11,2412
ENSG00000183888.4,510
ENSG00000173641.17,513
ENSG00000186510.12,2064
ENSG00000184908.18,2064
ENSG00000185519.9,843
ENSG00000142627.13,2931
ENSG00000142632.17,2409
ENSG00000132881.12,777
ENSG00000037637.11,2154
ENSG00000055070.17,459
ENSG00000187144.11,1410
ENSG00000157191.20,792
ENSG00000219481.10,3420
ENSG00000058453.17,6054
ENSG00000117122.14,552
ENSG00000159363.18,3543
ENSG00000117118.10,843
ENSG00000117115.13,1998
ENSG00000142623.11,1992
ENSG00000142619.4,1995
ENSG00000159339.13,1992
ENSG00000276747.1,2085
ENSG00000179051.14,1569
ENSG00000074964.17,3840
ENSG00000117148.8,1101
ENSG00000117154.12,1404
ENSG00000179023.8,2334
ENSG00000009709.12,1518
ENSG00000179002.5,2520
ENSG00000159423.17,1692
ENSG00000169991.11,1554
ENSG00000127481.15,15552
ENSG00000127463.15,2982
ENSG00000053372.5,720
ENSG00000162482.5,996
ENSG00000053371.12,1080
ENSG00000040487.13,876
ENSG00000077549.19,819
ENSG00000173436.15,237
ENSG00000158747.15,546
ENSG00000158748.4,1323
ENSG00000162542.13,1905
ENSG00000178828.7,684
ENSG00000169914.6,1197
ENSG00000188784.4,429
ENSG00000188257.11,435
ENSG00000127472.11,417
ENSG00000117215.15,438
ENSG00000158786.5,636
ENSG00000187980.6,453
ENSG00000162543.6,843
ENSG00000162545.6,237
ENSG00000090432.7,1059
ENSG00000183114.8,990
ENSG00000158825.6,441
ENSG00000158828.8,1746
ENSG00000244038.10,1371
ENSG00000117245.12,3090
ENSG00000189410.12,1272
ENSG00000127483.19,1662
ENSG00000075151.20,4758
ENSG00000117298.16,2313
ENSG00000142794.18,1902
ENSG00000162551.14,1575
ENSG00000076864.19,1992
ENSG00000090686.16,3108
ENSG00000187942.12,819
ENSG00000142798.20,13176
ENSG00000219073.8,813
ENSG00000142789.20,813
ENSG00000070831.17,576
