hgnc_symbol,Gene Length BP
OR6N1,939
OR6N2,954
MNDA,1224
PYHIN1,1479
IFI16,2190
AIM2,1032
CADM3,1299
ACKR1,1011
FCER1A,774
OR10J1,930
OR10J5,930
APCS,672
CRP,675
DUSP23,453
FCRL6,1305
SLAMF8,858
VSIG8,1245
CFAP45,1656
TAGLN2,600
IGSF9,3540
SLAMF9,870
PIGM,1272
KCNJ10,1140
KCNJ9,1182
IGSF8,1842
ATP1A2,3063
ATP1A4,3090
CASQ1,1191
PEA15,393
DCAF8,1794
PEX19,900
COPA,3675
NCSTN,2130
NHLH1,402
VANGL2,1566
SLAMF6,996
CD84,987
SLAMF1,1008
CD48,732
SLAMF7,1008
LY9,1968
CD244,1098
ITLN1,942
ITLN2,978
F11R,900
,186
TSTD1,330
USF1,933
ARHGAP30,2673
NECTIN4,1533
KLHDC9,1050
PFDN2,465
NIT1,984
DEDD,957
UFC1,504
USP21,1698
PPOX,1434
B4GALT3,1182
ADAMTS4,2514
NDUFS2,1392
FCER1G,261
APOA2,303
TOMM40L,927
NR1I3,1047
PCP4L1,207
MPZ,747
SDHC,510
CFAP126,534
FCGR2A,951
HSPA6,1932
FCGR3A,1080
FCGR3B,702
FCGR2B,933
FCRLA,1131
FCRLB,1281
DUSP12,1023
ATF6,2013
OLFML2B,2253
NOS1AP,1506
SPATA46,786
C1orf226,948
SH2D1B,399
UHMK1,1260
UAP1,1569
DDR2,2568
HSD17B7,1026
CCDC190,909
RGS4,618
RGS5,546
NUF2,1395
PBX1,1293
LMX1A,1149
RXRG,1392
LRRC52,942
MGST3,459
ALDH9A1,1557
TMCO1,567
UCK2,786
FAM78B,786
POGK,1830
TADA1,1008
ILDR2,1920
MAEL,1305
GPA33,960
STYXL2,3477
POU2F1,2301
CD247,495
CREG1,663
RCSD1,1251
MPZL1,810
ADCY10,4833
MPC2,384
DCAF6,2643
GPR161,1590
TIPRL,819
SFT2D2,483
TBX19,1347
XCL2,345
XCL1,345
DPT,606
ATP1B1,912
NME7,1131
BLZF1,1203
CCDC181,1527
SLC19A2,1494
F5,6675
SELP,2493
SELL,1119
SELE,1833
METTL18,1119
C1orf112,2562
SCYL3,2229
KIFAP3,2379
NTMT2,852
GORAB,1185
PRRX1,738
MROH9,1722
FMO3,1599
FMO2,1608
FMO1,1599
FMO4,1677
PRRC2C,8454
MYOC,1515
VAMP4,426
METTL13,2100
DNM3,2580
C1orf105,552
PIGC,894
SUCO,3765
FASLG,846
TNFSF18,600
TNFSF4,552
PRDX6,675
SLC9C2,3375
,801
ANKRD45,801
TEX50,534
KLHL20,1830
CENPL,1035
DARS2,1938
ZBTB37,1512
SERPINC1,1395
RC3H1,3402
RABGAP1L,2448
GPR52,1086
CACYBP,687
MRPS14,387
TNN,3900
KIAA0040,300
TNR,4077
COP1,2196
PAPPA2,5376
ASTN1,3885
BRINP2,2352
SEC16B,3183
RASAL2,3843
CLEC20A,1203
TEX35,702
RALGPS2,1752
ANGPTL1,1476
FAM20B,1230
TOR3A,1194
ABL2,3549
SOAT1,1653
AXDND1,3039
NPHS2,1152
TDRD5,2946
FAM163A,504
TOR1AIP2,1413
TOR1AIP1,1752
CEP350,9354
QSOX1,2244
LHX4,1173
ACBD6,849
XPR1,2091
KIAA1614,3573
STX6,768
MR1,1026
IER5,984
ZNF648,1707
GLUL,1122
TEDDM1,822
RGSL1,3231
RNASEL,2226
RGS16,609
RGS8,543
NPL,963
DHX9,3813
SHCBP1L,1962
LAMC1,4830
LAMC2,3582
NMNAT2,924
SMG7,3414
NCF2,1581
ARPC5,456
RGL1,2412
APOBEC4,1104
COLGALT2,1881
TSEN15,516
C1orf21,366
EDEM3,2799
NIBAN1,2787
RNF2,1011
TRMT1L,2202
SWT1,2703
IVNS1ABP,1929
HMCN1,16908
PRG4,3936
TPR,7092
ODR4,1365
PDC,741
PTGS2,1815
PLA2G4A,2250
BRINP3,2301
RGS18,708
RGS21,459
RGS1,630
RGS13,480
RPS27AP5,471
RGS2,636
UCHL5,990
RO60,1617
GLRX2,498
CDC73,1596
B3GALT2,1269
KCNT2,3408
CFH,3696
CFHR3,993
CFHR1,993
CFHR4,1734
CFHR2,813
CFHR5,1710
F13B,1986
ASPM,10434
ZBTB41,2730
CRB1,4221
DENND1B,1281
C1orf53,438
LHX9,1194
NEK7,909
ATP6V1G3,357
PTPRC,3921
NR5A2,1626
ZNF281,2688
KIF14,4947
DDX59,1860
CAMSAP2,4437
GPR25,1086
INAVA,1737
KIF21B,4875
CACNA1S,5622
ASCL5,621
TMEM9,552
IGFN1,11127
PKP1,2181
TNNT2,867
LAD1,1554
TNNI1,564
PHLDA3,384
CSRP1,582
NAV1,5634
IPO9,3126
SHISA4,594
LMOD1,1803
TIMM17A,516
RNPEP,1953
ELF3,1116
GPR37L1,1446
ARL8A,561
PTPN7,1398
LGR6,2748
UBE2T,594
PPP1R12B,2949
SYT2,1260
KDM5B,4635
RABIF,372
KLHL12,1707
ADIPOR1,1128
CYB5R1,918
TMEM183A,1131
MYOG,675
ADORA1,981
MYBPH,1434
CHI3L1,1152
CHIT1,1401
BTG2,477
FMOD,1131
PRELP,1149
OPTC,999
ATP2B4,3618
LAX1,1197
ZC3H11A,2433
ZBED6,2433
SNRPE,279
SOX13,1869
ETNK2,1161
REN,1221
KISS1,417
GOLT1A,399
PLEKHA6,3147
PPP1R15B,2142
PIK3C2B,4905
MDM4,1473
LRRN2,2142
NFASC,3510
CNTN2,3123
TMEM81,768
RBBP5,1617
DSTYK,2790
TMCC2,1410
NUAK2,1887
KLHDC8A,1053
LEMD1,327
BLACAT1,102
CDK18,1515
MFSD4A,1545
ELK4,1296
SLC45A3,1662
NUCKS1,732
RAB29,612
SLC41A1,1542
PM20D1,1509
SLC26A9,2664
RAB7B,600
CTSE,1191
RHEX,519
AVPR1B,1275
FAM72A,450
SRGAP2,3216
IKBKE,2151
RASSF5,1257
EIF2D,1755
DYRK3,1767
MAPKAPK2,1113
IL10,537
IL19,648
IL20,531
IL24,621
FCMR,1173
PIGR,2295
FCAMR,798
C1orf116,1806
YOD1,1047
PFKFB2,1518
C4BPB,759
C4BPA,1794
CD55,1146
CR2,3102
CR1,7470
CR1L,1710
CD46,1200
CD34,1158
PLXNA2,5685
CAMK1G,1431
LAMB3,3519
G0S2,312
HSD11B1,879
TRAF3IP3,1656
C1orf74,810
IRF6,1404
UTP25,2271
SYT14,1668
SERTAD4,1071
HHAT,1482
KCNH1,2970
RCOR3,1662
TRAF5,1674
RD3,588
SLC30A1,1524
NEK2,1338
LPGAT1,1113
INTS7,2889
DTL,2193
PPP2R5A,1461
PACC1,1053
NENF,519
ATF3,546
GARIN4,1785
BATF3,384
NSL1,846
TATDN3,825
SPATA45,297
FLVCR1,1668
VASH2,1068
ANGEL2,1635
RPS6KC1,3201
PROX1,2214
PTPN14,3564
CENPF,9345
KCNK2,1236
KCTD3,2448
USH2A,15609
ESRRG,1308
GPATCH2,1587
SPATA17,1086
RRP15,849
TGFB2,1245
LYPLAL1,714
ZC3H11B,2418
SLC30A10,1458
EPRS1,4539
BPNT1,927
IARS2,3039
RAB3GAP2,4182
MARK1,2388
C1orf115,429
MTARC2,1008
MTARC1,1014
HLX,1467
DUSP10,1449
HHIPL2,2175
TAF1A,1353
MIA3,5724
AIDA,921
BROX,1236
FAM177B,477
DISP1,4575
TLR5,2577
SUSD4,1473
CCDC185,1872
CAPN8,2112
CAPN2,2103
TP53BP2,3405
FBXO28,1107
DEGS1,972
NVL,2571
CNIH4,420
WDR26,1986
CNIH3,483
DNAH14,13548
LBR,1848
SRP9,261
EPHX1,1368
TMEM63A,2424
LEFTY1,1101
,1080
PYCR2,963
LEFTY2,1101
SDE2,1356
H3-3A,411
ACBD3,1587
MIXL1,699
LIN9,1677
PARP1,3045
STUM,426
ITPKB,2841
PSEN2,1347
COQ8A,1944
CDC42BPA,5160
ZNF678,1578
JMJD4,1392
SNAP47,1395
PRSS38,981
WNT9A,1098
WNT3A,1059
ARF1,546
C1orf35,792
MRPL55,387
GUK1,594
GJC2,1320
IBA57,1071
OBSCN,26772
TRIM11,1407
TRIM17,1434
H3-4,411
H2AC25,393
H2BC26,381
RNF187,708
RHOU,777
RAB4A,657
CCSAP,813
ACTA1,1134
NUP133,3471
ABCB10,2217
TAF5L,1770
URB2,4575
GALNT2,1716
PGBD5,1575
COG2,2217
AGT,1458
CAPN9,2073
C1orf198,984
TTC13,2583
ARV1,816
FAM89A,555
TRIM67,2352
TRIM67-AS1,372
C1orf131,882
GNPAT,2043
EXOC8,2178
SPRTN,1470
EGLN1,1281
,420
TSNAX-DISC1,567
TSNAX,873
DISC1,2037
SIPA1L2,5169
MAP10,3144
NTPCR,573
PCNX2,6414
MAP3K21,3111
KCNK1,1011
SLC35F3,1473
COA6,240
TARBP1,4866
IRF2BP2,1764
TOMM20,438
RBM34,1293
ARID4B,3939
GGPS1,903
TBCE,1737
B3GALNT2,1503
GNG4,228
LYST,11406
NID1,3744
GPR137B,1200
ERO1B,1404
EDARADD,618
LGALS8,1080
HEATR1,6435
ACTN2,2685
MTR,3798
MT1HL1,186
RYR2,14850
ZP4,1623
CHRM3,1773
FMN2,5169
GREM2,507
RGS7,1434
FH,1533
KMO,1461
OPN3,1209
CHML,1971
WDR64,3246
EXO1,2541
BECN2,1296
MAP1LC3C,444
PLD5,1611
SDCCAG8,2142
AKT3,1440
ZBTB18,1596
C1orf100,444
ADSS2,1371
CATSPERE,2856
DESI2,585
,549
COX20,357
HNRNPU,2421
EFCAB2,489
KIF26B,6327
SMYD3,1287
TFB2M,1191
CNST,2178
SCCPDH,1290
AHCTF1,6828
ZNF670-ZNF695,414
ZNF695,1548
ZNF670,1170
ZNF669,1395
ZNF124,1056
ZNF496,1764
NLRP3,3111
OR2B11,954
GCSAML,408
OR2C3,963
OR2G2,954
OR2G3,930
OR13G1,924
OR6F1,927
OR14A2,945
OR14K1,945
OR1C1,945
OR14A16,930
OR11L1,969
TRIM58,1461
OR2W3,945
OR2T8,939
OR2AJ1,987
OR2L8,939
OR2AK2,963
OR2L5,939
OR2L2,939
OR2L3,939
OR2L13,939
OR2M5,939
OR2M2,1044
OR2M3,939
OR2M4,936
OR2T33,963
OR2T12,963
OR2M7,939
OR14C36,939
OR2T4,1047
OR2T6,927
OR2T1,957
OR2T2,975
OR2T3,957
OR2T5,948
OR2G6,951
OR2T29,948
OR2T34,957
OR2T10,939
OR2T11,951
OR2T35,972
OR2T27,954
OR14I1,936
LYPD8,714
SH3BP5L,1182
ZNF672,1359
ZNF692,1560
PGBD2,1779
WASHC1,1398
FOXD4,1320
ZNG1A,1188
DOCK8,6300
KANK1,4059
DMRT1,1122
DMRT3,1419
DMRT2,1686
SMARCA2,4773
VLDLR,2622
KCNV2,1638
PUM3,1947
RFX3,2250
GLIS3,2328
SLC1A1,1575
PLPP6,888
CDC37L1,1014
AK3,684
RCL1,1122
JAK2,3399
INSL6,642
INSL4,420
RLN2,558
RLN1,558
PLGRKT,444
CD274,873
PDCD1LG2,822
RIC1,4272
ERMP1,2715
MLANA,357
RANBP6,3318
IL33,813
TPD52L3,423
UHRF2,2409
GLDC,3063
KDM4C,3171
DMAC1,339
PTPRD,5739
TYRP1,1614
LURAP1L,687
MPDZ,6126
NFIB,1713
ZDHHC21,798
CER1,804
FREM1,6540
TTC39B,2049
SNAPC3,1236
PSIP1,1593
CCDC171,3981
LINC03041,327
BNC2,3300
CNTLN,4221
SH3GL2,1059
ADAMTSL1,5289
SAXO1,1425
RRAGA,942
HAUS6,2868
PLIN2,1314
DENND4C,5730
RPS6,750
ACER2,828
SLC24A2,1986
MLLT3,1707
FOCAD,5406
HACD4,699
IFNB1,564
IFNW1,588
IFNA21,570
IFNA4,570
IFNA7,570
IFNA10,570
IFNA16,570
IFNA17,570
IFNA14,570
IFNA5,570
KLHL9,1854
IFNA6,570
IFNA13,573
IFNA2,567
IFNA8,570
IFNA1,570
IFNE,627
MTAP,852
,432
CDKN2A,471
CDKN2B,417
DMRTA1,1515
ELAVL2,1080
IZUMO3,702
TUSC1,639
CAAP1,1086
PLAA,2388
IFT74,1803
LRRC19,1113
TEK,3375
EQTN,885
MOB3B,651
IFNK,624
C9orf72,1446
LINGO2,1821
ACO1,2670
RIGI,2778
TOPORS,3138
SMIM27,168
NDUFB6,387
TAF1L,5481
TMEM215,708
APTX,1029
DNAJA1,1194
SMU1,1542
B4GALT1,1197
SPINK4,261
BAG1,1038
CHMP5,660
NFX1,3363
AQP3,879
ANKRD18B,3036
PRSS3,744
UBE2R2,717
UBAP2,3360
DCAF12,1362
UBAP1,1509
KIF24,4107
NUDT2,444
MYORG,2145
C9orf24,789
FAM219A,507
DNAI1,2100
ENHO,231
CNTFR,1119
RPP25L,492
DCTN3,561
ARID3C,1239
SIGMAR1,672
GALT,1140
IL11RA,1269
CCL27,339
,264
CCL19,297
CCL21,405
FAM205A,4008
FAM205C,1017
PHF24,1203
DNAJB5,1389
C9orf131,3240
VCP,2421
FANCG,1869
PIGO,3270
STOML2,1071
ATOSB,1617
UNC13B,4776
RUSC2,4551
FAM166B,828
TESK1,1881
CD72,1080
SIT1,591
CCDC107,852
ARHGEF39,1008
CA9,1380
TPM2,855
TLN1,7626
CREB3,1116
GBA2,2784
RGP1,1176
MSMP,420
NPR2,3144
SPAG8,1506
HINT2,492
,222
FAM221B,1209
TMEM8B,1419
OR13J1,939
HRCT1,348
SPAAR,228
OR2S2,960
RECK,2916
GLIPR2,465
CCIN,1767
CLTA,747
GNE,2169
RNF38,1548
MELK,1956
PAX5,1176
ZCCHC7,1632
GRHPR,987
ZBTB5,2034
POLR1E,1260
FBXO10,2871
TOMM5,156
,894
FRMPD1,4737
TRMT10B,951
EXOSC3,828
DCAF10,1680
SLC25A51,894
SHB,1530
ALDH1B1,1554
IGFBPL1,837
ANKRD18A,2979
FAM240B,237
CNTNAP3,3867
SPATA31A1,4044
,462
ANKRD20A2P,2472
FOXD4L6,1254
ZNG1F,1188
CNTNAP3B,3867
SPATA31A6,4032
SPATA31A5,4044
SPATA31A7,4044
ANKRD20A4P,2472
FOXD4L5,1251
ZNG1E,1188
FOXD4L4,1251
ANKRD20A3P,2472
ZNF658,3180
SPATA31A3,4044
,342
ANKRD20A1,2472
ZNG1C,1188
FOXD4L3,1254
TMEM252,513
PIP5K1B,1623
PABIR1,864
PRKACG,1056
,3960
FXN,633
TJP2,3573
ENTREP1,1812
APBA1,2514
PTAR1,1209
CFAP95,690
MAMDC2,2061
SMC5,3306
KLF9,735
TRPM3,4740
CEMIP2,4152
ABHD17B,867
C9orf85,474
C9orf57,486
GDA,1365
ZFAND5,642
TMC1,2283
ALDH1A1,1506
ANXA1,1041
RORB,1380
TRPM6,6069
C9orf40,585
CARNMT1,1230
NMRK1,600
OSTF1,645
PCSK5,2742
RFK,468
GCNT1,1287
PRUNE2,9267
FOXB2,1299
VPS13A,9525
GNA14,1068
GNAQ,1080
CEP78,2169
PSAT1,1113
TLE4,2322
TLE1,2313
SPATA31D4,2754
SPATA31D3,2754
SPATA31D1,4731
RASEF,2223
FRMD3,1794
IDNK,564
UBQLN1,1770
GKAP1,1101
KIF27,4206
C9orf64,1026
HNRNPK,1395
RMI1,1878
SLC28A3,2076
NTRK2,2517
AGTPBP1,3561
NAA35,2178
GOLM1,1206
C9orf153,288
ISCA1,390
TUT7,4488
GAS1,1038
DAPK1,4293
CTSL,1002
SPATA31E1,4338
,234
CDK20,1041
SPIN1,789
NXNL2,471
S1PR3,1137
SHC3,1785
CKS2,240
SECISBP2,2565
SEMA4D,2589
GADD45G,480
DIRAS2,600
SYK,1908
AUH,1020
NFIL3,1389
ROR2,2832
SPTLC1,1422
IARS1,3789
CENPP,867
OGN,897
OMD,1266
ASPN,1143
ECM2,2100
IPPK,1476
BICD2,2475
ZNF484,2559
FGD3,2178
SUSD3,768
CARD19,552
NINJ1,459
WNK2,6894
FAM120A2P,591
FAM120AOS,771
FAM120A,3357
PHF2,3291
BARX1,765
PTPDC1,2421
ZNF169,1812
NUTM2F,2271
MFSD14B,1521
FBP2,1020
FBP1,1017
AOPEP,2460
FANCC,1677
PTCH1,4344
ERCC6L2,2139
HSD17B3,933
SLC35D2,1014
ZNF367,1053
HABP4,1242
CDC14B,1386
PRXL2C,681
ZNF510,2052
ZNF782,2100
NUTM2G,2226
CTSV,1005
CCDC180,4974
TDRD7,3297
TMOD1,1080
TSTD2,1551
NCBP1,2373
XPA,822
FOXE1,1122
TRMO,1326
HEMGN,1455
ANP32B,756
NANS,1080
TRIM14,1329
CORO2A,1578
TBC1D2,2754
GABBR2,2826
ANKS6,2616
GALNT12,1746
COL15A1,4167
TGFBR1,1512
ALG2,1251
SEC61B,291
NR4A3,1914
STX17,909
ERP44,1221
INVS,3198
TEX10,2790
MSANTD3,828
MSANTD3-TMEFF1,1026
TMEFF1,1143
CAVIN4,1095
PLPPR1,978
BAAT,1257
MRPL50,477
ZNF189,1881
ALDOB,1095
PGAP4,1212
RNF20,2928
GRIN3A,3348
PPP3R2,513
CYLC2,1047
SMC2,3594
OR13F1,960
OR13C4,957
OR13C3,954
OR13C8,963
OR13C5,957
OR13C2,957
OR13C9,957
OR13D1,1041
NIPSNAP3A,744
NIPSNAP3B,744
ABCA1,6786
FSD1L,1494
FKTN,1386
TAL2,327
TMEM38B,876
ZNF462,7521
RAD23B,1230
KLF4,1440
ACTL7B,1248
ACTL7A,1308
ELP1,3999
ABITRAM,546
CTNNAL1,2205
TMEM245,2640
FRRS1L,1035
EPB41L4B,2703
PTPN3,2742
PALM2AKAP2,1140
C9orf152,720
TXN,318
TXNDC8,348
SVEP1,10716
MUSK,2610
LPAR1,1095
OR2K2,951
ECPAS,5520
ZNF483,2235
PTGR1,990
DNAJC25,1083
DNAJC25-GNG10,462
GNG10,207
SHOC1,4335
UGCG,1185
SUSD1,2244
PTBP3,1659
HSDL2,1257
KIAA1958,2151
INIP,315
SNX30,1314
SLC46A2,1428
ZFP37,1938
SLC31A2,432
FKBP15,3660
SLC31A1,573
CDC26,258
PRPF4,1569
RNF183,579
WDR31,1101
BSPRY,1209
HDHD3,756
ALAD,993
POLE3,444
C9orf43,1386
RGS3,3597
ZNF618,2865
AMBP,1059
KIF12,1956
COL27A1,5583
ORM1,606
ORM2,606
AKNA,4320
WHRN,2724
ATP6V1G1,357
TMEM268,1029
TEX53,213
TEX48,363
TNFSF15,756
TNFSF8,705
TNC,6606
PAPPA,4884
ASTN2,3867
TRIM32,1962
,168
TLR4,2520
BRINP1,2286
CDK5RAP2,5682
MEGF9,1809
FBXW2,1365
PSMD5,1515
PHF19,1743
TRAF1,1251
C5,5031
CNTRL,6978
RAB14,648
GSN,2349
STOM,867
DAB2IP,3399
TTLL11,2403
NDUFA8,519
MORN5,486
LHX6,1179
RBM18,573
MRRF,789
PTGS1,1800
OR1J1,969
OR1J2,942
OR1J4,942
OR1N1,936
OR1N2,951
OR1L8,930
OR1Q1,945
OR1B1,957
OR1L1,933
OR1L3,975
OR1L4,936
OR1L6,936
OR5C1,963
OR1K1,951
PDCL,906
RC3H2,3576
ZBTB6,1275
ZBTB26,1326
RABGAP1,3210
GPR21,1050
STRBP,2019
CRB2,3858
DENND1A,3030
LHX2,1221
NEK6,942
PSMB7,834
NR5A1,1386
NR6A1,1443
OLFML2A,1959
WDR38,945
RPL35,372
GOLGA1,2304
SCAI,1821
PPP6C,918
RABEPK,1119
HSPA5,1965
GAPVD1,4383
MAPKAP1,1461
MVB12B,960
LMX1B,1188
ZBTB43,1404
ZBTB34,1515
RALGPS1,1674
ANGPTL2,1482
GARNL3,2976
SLC2A8,1434
ZNF79,1497
RPL12,498
LRSAM1,2172
NIBAN2,2241
STXBP1,1812
PTRH1,645
TTC16,2622
TOR2A,966
SH2D3C,2112
CDK9,1119
FPGS,1764
ENG,1878
AK1,585
,900
ST6GALNAC6,1002
ST6GALNAC4,909
DPM2,255
FAM102A,1155
NAIF1,984
SLC25A25,1410
PTGES2,1134
LCN2,597
BBLN,252
CIZ1,2697
DNM1,2595
GOLGA2,3009
SWI5,420
TRUB2,996
COQ4,798
SLC27A4,1932
URM1,306
CERCAM,1788
ODF2,1917
GLE1,2097
SPTAN1,7434
DYNC2I2,1611
SET,834
PKN3,2670
ZDHHC12,804
ZER1,2301
TBC1D13,1203
ENDOG,894
SPOUT1,1131
,1548
KYAT1,1269
LRRC8A,2433
PHYHD1,876
DOLK,1617
NUP188,5250
SH3GLB2,1188
MIGA2,1782
DOLPP1,717
CRAT,1881
PTPA,972
IER5L,1215
C9orf50,1296
NTMT1,672
ASB6,1266
PRRX2,762
PTGES,459
TOR1B,1011
TOR1A,999
C9orf78,870
USP20,2745
FNBP1,1854
GPR107,1659
NCS1,573
HMCN2,15180
ASS1,1239
FUBP3,1719
PRDM12,1104
EXOSC2,882
ABL1,3450
,99
QRFP,411
FIBCD1,1386
LAMC3,4728
AIF1L,453
NUP214,6273
FAM78A,852
PLPP7,816
POMT1,2178
UCK1,834
PRRT1B,792
RAPGEF1,3288
MED27,936
NTNG2,1593
SETX,8034
TTF1,1173
CFAP77,855
BARHL1,984
DDX31,2556
GTF3C4,2469
AK8,1440
SPACA9,507
TSC1,3495
GFI1B,993
GTF3C5,1560
CEL,2271
RALGDS,2745
,2958
GBGT1,1044
OBP2B,513
ABO,1122
SURF6,1086
MED22,603
RPL7A,801
SURF1,903
SURF2,771
SURF4,810
STKLD1,2043
REXO4,1269
ADAMTS13,4284
CACFD1,519
SLC2A6,1524
MYMK,666
ADAMTSL2,2856
FAM163B,501
DBH,1854
SARDH,2757
VAV2,2520
BRD3OS,255
BRD3,2181
WDR5,1005
RXRA,1308
COL5A1,5517
FCN2,942
FCN1,981
OLFM1,1458
PPP1R26,3630
PIERCE1,411
MRPS2,891
LCN1,531
OBP2A,513
PAEP,543
,546
GLT6D1,831
LCN9,531
SOHLH1,987
KCNT1,3708
CAMSAP1,4809
UBAC1,1218
NACC2,1764
TMEM250,420
LHX3,1209
QSOX2,2097
CCDC187,2898
GPSM1,2028
DNLZ,537
CARD9,1611
SNAPC4,4410
ENTR1,1239
PMPCA,1578
INPP5E,1935
SEC16A,7074
NOTCH1,7668
EGFL7,822
AGPAT2,837
DIPK1B,1296
LCN10,564
LCN6,492
LCN8,459
LCN15,555
TMEM141,327
CCDC183,1605
RABL6,2190
PHPT1,378
MAMDC4,3414
EDF1,447
TRAF2,1506
FBXW5,1701
C8G,609
LCN12,579
PTGDS,573
,573
LCNL1,495
PAXX,615
CLIC3,711
ABCA2,7311
FUT7,1029
NPDC1,978
ENTPD2,1488
SAPCD2,1185
UAP1L1,1524
MAN1B1,2100
DPP7,1479
GRIN1,2817
LRRC26,1005
ANAPC2,2469
SSNA1,360
TMEM203,411
NDOR1,1821
,606
RNF208,786
CYSRT1,555
RNF224,471
SLC34A3,1800
TUBB4B,1338
FAM166A,954
STPG3,927
NELFB,1887
TOR4A,1272
NRARP,345
EXD3,2631
NOXA1,1452
ENTPD8,1377
NSMF,1587
PNPLA7,3954
MRPL41,414
DPH7,1359
ZMYND19,684
ARRDC1,1302
EHMT1,3897
CACNA1B,7020
TUBB8,1335
ZMYND11,1809
DIP2C,4671
LARP4B,2217
GTPBP4,1905
IDI2,684
IDI1,684
WDR37,1485
ADARB2,2220
PFKP,2355
PITRM1,3117
KLF6,852
AKR1E2,963
AKR1C1,972
AKR1C2,972
AKR1C3,972
AKR1C8,981
AKR1C4,972
UCN3,486
TUBAL3,1341
NET1,1629
CALML5,441
CALML3,450
ASB13,837
TASOR2,7938
GDI2,1338
ANKRD16,1086
FBH1,3285
IL15RA,804
IL2RA,819
RBM17,1206
PFKFB3,1563
PRKCQ,2121
SFMBT2,2685
ITIH5,2829
ITIH2,2841
KIN,1182
ATP5F1C,894
TAF3,2790
GATA3,1332
CELF2,1473
USP6NL,2538
ECHDC3,912
PROSER2,1308
UPF2,3819
DHTKD1,2760
SEC61A2,1431
NUDT5,660
CDC123,1011
CAMK1D,1158
CCDC3,813
OPTN,1716
MCM10,2628
UCMA,417
PHYH,1017
SEPHS1,1179
BEND7,1407
PRPF18,1029
FRMD4A,3120
FAM107B,921
CDNF,564
HSPA14,1530
SUV39H2,1053
DCLRE1C,2079
MEIG1,267
OLAH,798
ACBD7,267
RPP38,852
NMT2,1497
FAM171A1,2673
ITGA8,3192
MINDY3,1338
C1QL3,768
RSU1,834
CUBN,10872
TRDMT1,1176
VIM,1401
ST8SIA6,1197
HACD1,867
STAM,1623
TMEM236,1056
MRC1,4371
SLC39A12,1965
CACNB2,1899
NSUN6,1410
ARL5B,540
MALRD1,6471
PLXDC2,1590
NEBL,813
SKIDA1,2727
MLLT10,3084
DNAJC1,1665
EBLN1,1101
COMMD3,588
COMMD3-BMI1,1410
BMI1,981
SPAG6,1530
PIP4K2A,1221
ARMC3,2598
MSRB2,549
PTF1A,987
C10orf67,1653
OTUD1,1446
KIAA1217,5832
ARHGAP21,5877
PRTFDC1,678
ENKUR,771
THNSL1,2232
GPR158,3648
MYO3A,4851
APBB1IP,2001
PDSS1,1248
ABI1,1446
ANKRD26,5133
YME1L1,2151
MASTL,2637
ACBD5,1473
RAB18,621
MKX,1059
ODAD2,3135
MPP7,1731
WAC,1635
BAMBI,783
LYZL1,447
SVIL,6645
JCAD,4080
MTPAP,1749
MAP3K8,1404
LYZL2,447
ZNF438,2487
ZEB1,3375
ARHGAP12,2541
KIF5B,2892
EPC1,2442
CCDC7,1461
ITGB1,2397
NRP1,2772
PARD3,4071
CUL2,2238
CREM,903
CCNY,1026
GJD4,1113
FZD8,2085
ANKRD30A,4026
ZNF248,1740
ZNF25,1371
ZNF33A,2433
ZNF37A,1686
PLD5P1,363
ZNF33B,2337
BMS1,3849
RET,3345
CSGALNACT2,1629
RASGEF1A,1446
FXYD4,270
HNRNPF,1248
ZNF487,624
ZNF239,1377
ZNF485,1326
ZNF32,822
LINC02881,393
CXCL12,270
RASSF4,966
DEPP1,639
ZNF22,675
OR13A1,987
ALOX5,2025
MARCHF8,876
ZFAND4,2184
WASHC2C,3963
AGAP4,1992
TIMM23,630
NCOA4,1953
MSMB,345
ANTXRL,1896
ANXA8L1,984
NPY4R,1128
GPRIN2,1377
SYT15,1266
PTPN20,1263
GDF10,1437
GDF2,1290
RBP3,3744
ZNF488,1023
ANXA8,984
FAM25G,270
AGAP9,1977
SYT15B,1425
NPY4R2,1128
FAM25C,270
FRMPD2,3930
MAPK8,1284
ARHGAP22,2097
WDFY4,9555
LRRC18,786
VSTM4,576
FAM170B,852
TMEM273,318
C10orf71,4308
DRGX,792
ERCC6,4482
SLC18A3,1599
CHAT,2247
C10orf53,282
OGDHL,3033
PARG,2931
AGAP6,2061
WASHC2A,4026
ASAH2,2343
SGMS1,1242
ASAH2B,483
A1CF,1785
PRKG1,2016
CSTF2T,1851
DKK1,801
MBL2,747
PCDH15,5868
ZWINT,834
IPMK,1251
CISD1,327
UBE2D1,444
TFAM,741
BICC1,2925
PHYHIPL,1131
FAM13C,1758
MRLN,141
CCDC6,1425
ANK3,13134
RHOBTB1,2091
TMEM26,1107
CABCOCO1,627
ARID5B,3567
RTKN2,1830
ZNF365,1224
LINC02929,651
ADO,813
EGR2,1431
NRBF2,864
JMJD1C,7623
REEP3,768
CTNNA3,2688
LRRTM3,1746
DNAJC12,597
SIRT1,2244
HERC4,3150
MYPN,3963
ATOH7,459
PBLD,867
HNRNPH3,1041
RUFY2,1821
SLC25A16,999
TET1,6411
CCAR1,3453
STOX1,2970
DDX50,2214
DDX21,2352
KIFBP,1866
SRGN,477
VPS26A,984
SUPV3L1,2361
HKDC1,2754
HK1,2754
TACR2,1197
TSPAN15,885
NEUROG3,645
FAM241B,366
COL13A1,2187
MACROH2A2,1119
